original_product,best_match,similarity_score,noon_ref,noon_prices,amazon_ref,amazon_prices
General 360 Rotating Makeup Organizer Adjustable Cosmetic Storage Display Case Large Capacity Cosmetic Shelf Acrylic Clear ,Makeup Organizer 360-Degree Rotating Adjustable Multi-Function Acrylic Cosmetic Storage Makeup Organizer 360-Degree Rotating Adjustable Multi-Function Acrylic Cosmetic Storage,0.49664429530201337,https://www.noon.com/egypt-en/360-rotating-makeup-organizer-adjustable-cosmetic-storage-display-case-large-capacity-cosmetic-shelf-acrylic-clear/N52425133A/p/?o=be54beac97e626cb,284.70,https://www.amazon.eg/-/en/Organizer-360-Degree-Rotating-Adjustable-Multi-Function/dp/B0922VD9QT,270
SHEGLAM sheglam all-in-one volume and length mascara ,Essence I love extr. crazy volume mascara Essence I love extr. crazy volume mascara,0.42647058823529416,https://www.noon.com/egypt-en/sheglam-all-in-one-volume-and-length-mascara/N70040921V/p/?o=e97e9b7a98755dbf,90.60,https://www.amazon.eg/-/en/Essence-love-extr-crazy-mascara/dp/B00GSUCEJ6,144
Technic Pressed Pigment Eyeshadow Palette multicolour ,Essence Eye Shadow Palette The Bronze 30 Edition 10g Essence Eye Shadow Palette The Bronze 30 Edition 10g,0.4276729559748428,https://www.noon.com/egypt-en/pressed-pigment-eyeshadow-palette-multicolour/N38356298A/p/?o=f941ec0fa554e31e,340,https://www.amazon.eg/-/en/Essence-Eye-Shadow-Palette-Bronze/dp/B08JGRTSVL,390
LA Girl HD Pro.Conceal GC990 Orange Corrector ,Essence camouflage+ matt concealer 20 Essence camouflage+ matt concealer 20,0.36363636363636365,https://www.noon.com/egypt-en/hd-pro-conceal-gc990-orange-corrector/N11028558A/p/?o=b9cf2fd71615bb6a,170,https://www.amazon.eg/-/en/Essence-camouflage-matt-concealer-20/dp/B07HYG7CLV,250
Fix 13-Piece Professional Makeup Brush Set Multicolour ,Menow Make Up Set Palette Professional 78 Colors Multicolour Menow Make Up Set Palette Professional 78 Colors Multicolour,0.44318181818181823,https://www.noon.com/egypt-en/13-piece-professional-makeup-brush-set-multicolour/Z36EC6D3DC308D7401298Z/p/?o=z36ec6d3dc308d7401298z-1,118,https://www.amazon.eg/-/en/Menow-Palette-Professional-Colors-Multicolour/dp/B0CV4C3SH9,399
SHEGLAM SHEGLAM 101 Love Cake Colorful Liquid Blush ,SHEGLAM Rose Ritual - Color Blossom Liquid Blush SHEGLAM Rose Ritual - Color Blossom Liquid Blush,0.5369127516778524,https://www.noon.com/egypt-en/sheglam-101-love-cake-colorful-liquid-blush/N70040963V/p/?o=f0e8a1942dd15c5f,285,https://www.amazon.eg/-/en/SHEGLAM-Rose-Ritual-Blossom-Liquid/dp/B0BH37TPSQ,399
Essence Extreme Shine Volume Lip gloss 01 Transparent ,Essence extreme shine volume lipgloss 01 Essence extreme shine volume lipgloss 01,0.6222222222222222,https://www.noon.com/egypt-en/extreme-shine-volume-lip-gloss-01-transparent/N51100195A/p/?o=b9d0d5b92a0806fc,161,https://www.amazon.eg/-/en/Essence-extreme-shine-lipgloss-01/dp/B092R2MFBH,161
Generic Rotatable Makeup Mirror With Led Lights White ,My Fold Away Makeup Mirror with LED Lights My Fold Away Makeup Mirror with LED Lights,0.48920863309352514,https://www.noon.com/egypt-en/rotatable-makeup-mirror-with-led-lights-white/N15105385A/p/?o=ece3bb77410c057c,312.25,https://www.amazon.eg/-/en/Fold-Away-Makeup-Mirror-Lights/dp/B091KTK1WS,250
Generic Makeup Transparent PVC Organizing Clutch Bag - Black ,"Makeup Tools Travel Bag, Black Makeup Tools Travel Bag, Black",0.4426229508196722,https://www.noon.com/egypt-en/makeup-transparent-pvc-organizing-clutch-bag-black/ZE1490F2C6F6A49A4AB8DZ/p/?o=ze1490f2c6f6a49a4ab8dz-1,99,https://www.amazon.eg/-/en/Makeup-Tools-Travel-Bag-Black/dp/B00KQPUXS8,106
SHEGLAM Eye Brow Soap ,SHEGLAM Rose Ritual - Color Blossom Liquid Blush SHEGLAM Rose Ritual - Color Blossom Liquid Blush,0.2857142857142857,https://www.noon.com/egypt-en/eye-brow-soap/N70040874V/p/?o=d01a06a853e286cb,33.80,https://www.amazon.eg/-/en/SHEGLAM-Rose-Ritual-Blossom-Liquid/dp/B0BH37TPSQ,399
MAYBELLINE NEW YORK Baby Skin Instant Pore Eraser Translucent ,"Maybelline New York Baby Skin Instant Pore Eraser Primer, Clear, 22 ml Maybelline New York Baby Skin Instant Pore Eraser Primer, Clear, 22 ml",0.43349753694581283,https://www.noon.com/egypt-en/baby-skin-instant-pore-eraser-translucent/N11031290A/p/?o=b135000acc8284ae,224,https://www.amazon.eg/-/en/Maybelline-Instant-Eraser-Primer-Clear/dp/B00H56KCUU,199
RIMMEL LONDON Glow Stick Highlighter 003 Heat ,CYBELE Highlighter Powder 01 CYBELE Highlighter Powder 01,0.4271844660194175,https://www.noon.com/egypt-en/glow-stick-highlighter-003-heat/N40715255A/p/?o=b2dafdd8fb0c18df,183,https://www.amazon.eg/-/en/%D8%B3%D9%8A%D8%A8%D9%8A%D9%84-CYBELE-Highlighter-Powder-01/dp/B0BZ8CB48F,163
Wet N Wild Color Icon Eyeshadow 10 Pan Palette 10 G E758 Rose In The Air ,Wet n Wild Color Icon 10 pan palette E757 Wet n Wild Color Icon 10 pan palette E757,0.5769230769230769,https://www.noon.com/egypt-en/color-icon-eyeshadow-10-pan-palette-10-g-e758-rose-in-the-air/N20093511A/p/?o=f3d4153a829edd3f,180,https://www.amazon.eg/-/en/Wet-Wild-Color-Icon-palette/dp/B07979Q5HV,174
MAYBELLINE NEW YORK Fit Me Concealer Medium 25 ,Maybelline New York Fit Me Concealer - Medium 25 Maybelline New York Fit Me Concealer - Medium 25,0.45833333333333337,https://www.noon.com/egypt-en/fit-me-concealer-medium-25/N11031274A/p/?o=cf388820bafa385f,318,https://www.amazon.eg/-/en/Maybelline-New-York-Fit-Concealer/dp/B007B8UOPK,264
Generic 5-Piece Makeup Brush Set With Storage Bag Pink ,Zpac Makeup Bag 3×1 - Pink Color Zpac Makeup Bag 3×1 - Pink Color,0.4666666666666667,https://www.noon.com/egypt-en/5-piece-makeup-brush-set-with-storage-bag-pink/N51033548A/p/?o=f711f3fe3262185a,125,https://www.amazon.eg/-/en/Zpac-Makeup-Bag-3%C3%971-Color/dp/B0CZ47TQ2G,86
Generic 12 Piece Makeup Brush Set ,Essence the blush 10 Essence the blush 10,0.42666666666666664,https://www.noon.com/egypt-en/12-piece-makeup-brush-set/N23975204A/p/?o=eb741f515b590a5b,125,https://www.amazon.eg/-/en/Essence-923282-the-blush-10/dp/B07WF8ZWV5,283
MAYBELLINE NEW YORK Maybelline New York Fit Me Matte + Poreless -130 BUFF BEIGE ,Maybelline New York Fit Me Matte + Poreless – 115 Ivory Maybelline New York Fit Me Matte + Poreless – 115 Ivory,0.5549738219895288,https://www.noon.com/egypt-en/maybelline-new-york-fit-me-matte-poreless-130-buff-beige/Z2AD71F9D39E24467C597Z/p/?o=z2ad71f9d39e24467c597z-1,347,https://www.amazon.eg/-/en/Maybelline-New-York-Matte-Poreless/dp/B01GHP57Z4,285
NYX PROFESSIONAL MAKEUP The Brow Glue Instant Brow Styler - Dark Brown ,"NYX Professional Makeup,Brow Glue Instant Brow Styler,Clear,5 gm NYX Professional Makeup,Brow Glue Instant Brow Styler,Clear,5 gm",0.47,https://www.noon.com/egypt-en/the-brow-glue-instant-brow-styler-dark-brown/ZAB246BE85634D8E9E9AAZ/p/?o=zab246be85634d8e9e9aaz-1,222.20,https://www.amazon.eg/-/en/NYX-Professional-Makeup-Instant-Styler/dp/B08M58SWB1,499
"MAYBELLINE NEW YORK Super Stay Vinyl Ink Longwear Transfer Proof Gloss Lipstick, 35 CHEEKY ",Maybelline New York Super Stay Vinyl Ink 35 Cheeky 5.4 ML Maybelline New York Super Stay Vinyl Ink 35 Cheeky 5.4 ML,0.44660194174757284,https://www.noon.com/egypt-en/super-stay-vinyl-ink-longwear-transfer-proof-gloss-lipstick-35-cheeky/ZE1904C2A93B9AE1B7DB9Z/p/?o=ze1904c2a93b9ae1b7db9z-1,394,https://www.amazon.eg/-/en/Maybelline-York-Super-Vinyl-Cheeky/dp/B09NQG78ND,394
Dermatique Maquillage Perfecting Concealer+ Eraser Warm Light ,Essence camouflage+ matt concealer 20 Essence camouflage+ matt concealer 20,0.43795620437956206,https://www.noon.com/egypt-en/maquillage-perfecting-concealer-eraser-warm-light/N52530094A/p/?o=f4a6612a022a968a,174.70,https://www.amazon.eg/-/en/Essence-camouflage-matt-concealer-20/dp/B07HYG7CLV,250
Generic Portable Cosmetic Makeup Bag Multicolor ,Zpac Makeup Bag 3×1 - Pink Color Zpac Makeup Bag 3×1 - Pink Color,0.4424778761061947,https://www.noon.com/egypt-en/portable-cosmetic-makeup-bag-multicolor/N52888604A/p/?o=c661d8dac365d3aa,190.50,https://www.amazon.eg/-/en/Zpac-Makeup-Bag-3%C3%971-Color/dp/B0CZ47TQ2G,86
Orglam Cherry Tint Aloe Vera Based (NATURAL) ,Red Tint Aloe Vera Based (NATURAL) Red Tint Aloe Vera Based (NATURAL),0.6140350877192983,https://www.noon.com/egypt-en/cherry-tint-aloe-vera-based-natural/ZE4124DCF330E9BCF3C16Z/p/?o=ze4124dcf330e9bcf3c16z-1,95,https://www.amazon.eg/-/en/Tint-Aloe-Vera-Based-NATURAL/dp/B09WBVPW8D,85
TANAKO Aloe Vera Soothing Magic Lip Balm Green ,Red Tint Aloe Vera Based (NATURAL) Red Tint Aloe Vera Based (NATURAL),0.3793103448275862,https://www.noon.com/egypt-en/aloe-vera-soothing-magic-lip-balm-green/N43634311A/p/?o=fdecec5ab6e9243e,14.90,https://www.amazon.eg/-/en/Tint-Aloe-Vera-Based-NATURAL/dp/B09WBVPW8D,85
REAL TECHNIQUES Set of 6 Everyday Essentials Make-up Brushes Multicolour ,Menow Make Up Set Palette Professional 78 Colors Multicolour Menow Make Up Set Palette Professional 78 Colors Multicolour,0.3917525773195877,https://www.noon.com/egypt-en/set-of-6-everyday-essentials-make-up-brushes-multicolour/N51895020A/p/?o=ecd5ed36a04edaaf,229.95,https://www.amazon.eg/-/en/Menow-Palette-Professional-Colors-Multicolour/dp/B0CV4C3SH9,399
Orglam Purple Iridescent face Highlighter-7ml ,"Orglam . (Purple Iridescent face Highlighter, 7ml) Orglam . (Purple Iridescent face Highlighter, 7ml)",0.6122448979591837,https://www.noon.com/egypt-en/purple-iridescent-face-highlighter-7ml/Z101F6D657026F805687EZ/p/?o=z101f6d657026f805687ez-1,95,https://www.amazon.eg/-/en/Orglam-Purple-Iridescent-face-Highlighter/dp/B0CM15347M,85
Generic Makeup Blender Beauty Sponge With Bottle Gift Set - 5 Pcs Multicolour ,Menow Make Up Set Palette Professional 78 Colors Multicolour Menow Make Up Set Palette Professional 78 Colors Multicolour,0.44221105527638194,https://www.noon.com/egypt-en/makeup-blender-beauty-sponge-with-bottle-gift-set-5-pcs-multicolour/N46452513A/p/?o=b4133b1a8c7831ce,58.60,https://www.amazon.eg/-/en/Menow-Palette-Professional-Colors-Multicolour/dp/B0CV4C3SH9,399
Garnier Garnier Micellar Water Face Cleanser & Daily Makeup Remover- Clear 100 ml ,Garnier Micellar Water Face Cleanser & Daily Make-up Remover - 400ml Garnier Micellar Water Face Cleanser & Daily Make-up Remover - 400ml,0.6666666666666667,https://www.noon.com/egypt-en/garnier-micellar-water-face-cleanser-daily-makeup-remover-clear-100-ml/N16546877A/p/?o=dc3e0587f4ac27dc,53,https://www.amazon.eg/-/en/Garnier-Micellar-Cleanser-Make-up-Remover/dp/B07BXZSCRL,162
Might Cinema Palette Blusher Creamy & Powder - 12 Color ,Might Cinema Palette Blusher & Contour 2x1 Creamy And Powder - 12 Color Might Cinema Palette Blusher & Contour 2x1 Creamy And Powder - 12 Color,0.5527638190954773,https://www.noon.com/egypt-en/palette-blusher-creamy-powder-12-color/Z1D5E83E17331CE1AEACEZ/p/?o=z1d5e83e17331ce1aeacez-1,160,https://www.amazon.eg/-/en/Palette-Blusher-Contour-Creamy-Powder/dp/B0D7THGL35,199
REVOLUTION Duo Blush & Highlighter Blushed Sweet ,CYBELE Highlighter Powder 01 CYBELE Highlighter Powder 01,0.4339622641509434,https://www.noon.com/egypt-en/duo-blush-highlighter-blushed-sweet/Z55E8CF722FCFFCA7AC76Z/p/?o=z55e8cf722fcffca7ac76z-1,180.60,https://www.amazon.eg/-/en/%D8%B3%D9%8A%D8%A8%D9%8A%D9%84-CYBELE-Highlighter-Powder-01/dp/B0BZ8CB48F,163
Generic Plastic Acrylic Multi Grid Makeup Organizer 9.4x7.5x5.9 Inch Clear ,Makeup Organizer 360-Degree Rotating Adjustable Multi-Function Acrylic Cosmetic Storage Makeup Organizer 360-Degree Rotating Adjustable Multi-Function Acrylic Cosmetic Storage,0.384,https://www.noon.com/egypt-en/plastic-acrylic-multi-grid-makeup-organizer-9-4x7-5x5-9-inch-clear/N33929259A/p/?o=ee4f79eb09722b9d,249,https://www.amazon.eg/-/en/Organizer-360-Degree-Rotating-Adjustable-Multi-Function/dp/B0922VD9QT,270
Essence Lash And Brow Gel Mascara 9 ml Clear 01 ,essence Lash Brow Gel Mascara essence Lash Brow Gel Mascara,0.6355140186915889,https://www.noon.com/egypt-en/lash-and-brow-gel-mascara-9-ml-clear-01/N11031386A/p/?o=dec424c91792af8a,118,https://www.amazon.eg/-/en/essence-Lash-Brow-Gel-Mascara/dp/B0038E15JU,109
Menow 12-Piece M.N Lip Liners 12 Colors ,LipLiner Pencil Package - 12 Colors - 12 Pcs LipLiner Pencil Package - 12 Colors - 12 Pcs,0.43410852713178294,https://www.noon.com/egypt-en/12-piece-m-n-lip-liners-12-colors/ZFA72E9CE95ED0F9A7EA7Z/p/?o=zfa72e9ce95ed0f9a7ea7z-1,199,https://www.amazon.eg/-/en/LipLiner-Pencil-Package-Colors-Pcs/dp/B0CPHF1WW1,198
Diamond Diamond blusher 6 colors ,Essence the blush 10 Essence the blush 10,0.3783783783783784,https://www.noon.com/egypt-en/diamond-blusher-6-colors/Z2D8E441D3AC8612010D3Z/p/?o=z2d8e441d3ac8612010d3z-1,63,https://www.amazon.eg/-/en/Essence-923282-the-blush-10/dp/B07WF8ZWV5,283
Pretty Woman Makeup Set 3 Pcs Foundation + Loose Powder + Blender - No. 3 ,Luxury Loose Powder Banana Pro - No. 5 Luxury Loose Powder Banana Pro - No. 5,0.49006622516556286,https://www.noon.com/egypt-en/makeup-set-3-pcs-foundation-loose-powder-blender-no-3/Z60BCF1746ACFA69EE713Z/p/?o=z60bcf1746acfa69ee713z-1,184,https://www.amazon.eg/-/en/Luxury-Loose-Powder-Banana-Pro/dp/B0D3JCDCXP,149
Generic Ultra Carla Secret Palette Fond De Teint Creme Couvrance Invisible Cover Cream Foundation Palette Multicolour ,Contour Powder & Creamy Palette 2 in 1-18 Color Contour Powder & Creamy Palette 2 in 1-18 Color,0.4882629107981221,https://www.noon.com/egypt-en/ultra-carla-secret-palette-fond-de-teint-creme-couvrance-invisible-cover-cream-foundation-palette-multicolour/N45218745A/p/?o=bd0ed070ab70a74e,225,https://www.amazon.eg/-/en/Contour-Powder-Creamy-Palette-Color/dp/B0CPC1J32T,197
RIMMEL LONDON Wonder'Luxe Volume Mascara Black ,essence Lash Brow Gel Mascara essence Lash Brow Gel Mascara,0.3584905660377359,https://www.noon.com/egypt-en/wonder-luxe-volume-mascara-black/N23868888A/p/?o=d5e5973b241fff6e,223,https://www.amazon.eg/-/en/essence-Lash-Brow-Gel-Mascara/dp/B0038E15JU,109
viona 100-Piece Make-Up Remover Cotton Pads White ,Eva makeup remover collagen for eyes and lips 150ml Eva makeup remover collagen for eyes and lips 150ml,0.36601307189542487,https://www.noon.com/egypt-en/100-piece-make-up-remover-cotton-pads-white/N43367039A/p/?o=c7e7cf3f476716fc,80.70,https://www.amazon.eg/-/en/Eva-makeup-remover-collagen-150ml/dp/B07LDSMSK4,186
"MAYBELLINE NEW YORK Maybelline New York, Instant Age Rewind Eraser Concealer 03 ","Maybelline New York, Instant Age Rewind Eraser Concealer 02 - Nude Maybelline New York, Instant Age Rewind Eraser Concealer 02 - Nude",0.619718309859155,https://www.noon.com/egypt-en/maybelline-new-york-instant-age-rewind-eraser-concealer-03/Z135B9C0C0DE8ACAB7574Z/p/?o=z135b9c0c0de8acab7574z-1,428,https://www.amazon.eg/-/en/Maybelline-Instant-Rewind-Eraser-Concealer/dp/B00JR76S2Q,493
L'OREAL PARIS Infallible Matte Crayon Lipstick Plum Spice Of Life 112 ,LipLiner Pencil Package - 12 Colors - 12 Pcs LipLiner Pencil Package - 12 Colors - 12 Pcs,0.37735849056603776,https://www.noon.com/egypt-en/infallible-matte-crayon-lipstick-plum-spice-of-life-112/N40866635A/p/?o=bd97ce05c0aef68c,561.50,https://www.amazon.eg/-/en/LipLiner-Pencil-Package-Colors-Pcs/dp/B0CPHF1WW1,198
"L'OREAL PARIS L'Oréal Paris, Pro XXL Lift Mascara ",essence Lash Brow Gel Mascara essence Lash Brow Gel Mascara,0.3669724770642202,https://www.noon.com/egypt-en/l-or-al-paris-pro-xxl-lift-mascara/ZDEBE09EDD79035C21CC2Z/p/?o=zdebe09edd79035c21cc2z-1,425,https://www.amazon.eg/-/en/essence-Lash-Brow-Gel-Mascara/dp/B0038E15JU,109
REAL TECHNIQUES Everyday Essentials Multi Use Brush Set Multicolour ,Menow Make Up Set Palette Professional 78 Colors Multicolour Menow Make Up Set Palette Professional 78 Colors Multicolour,0.3915343915343915,https://www.noon.com/egypt-en/everyday-essentials-multi-use-brush-set-multicolour/N31489433A/p/?o=ca3d63ef3db57d1c,211,https://www.amazon.eg/-/en/Menow-Palette-Professional-Colors-Multicolour/dp/B0CV4C3SH9,399
NYX PROFESSIONAL MAKEUP The Brow Glue Clear ,"NYX PROFESSIONAL MAKEUP Jumbo Eye Pencil, Eyeshadow & Eyeliner Pencil - Milk NYX PROFESSIONAL MAKEUP Jumbo Eye Pencil, Eyeshadow & Eyeliner Pencil - Milk",0.3857868020304569,https://www.noon.com/egypt-en/the-brow-glue-clear/N43968457A/p/?o=a33ea4f09a48b73b,235,https://www.amazon.eg/-/en/NYX-PROFESSIONAL-MAKEUP-Eyeshadow-Eyeliner/dp/B001TK4LM8,"1,057"
MAYBELLINE NEW YORK Maybelline New York Fit Me Matte + Poreless – 102 Fair Ivory ,Maybelline New York Fit Me Matte + Poreless – 115 Ivory Maybelline New York Fit Me Matte + Poreless – 115 Ivory,0.6145833333333333,https://www.noon.com/egypt-en/maybelline-new-york-fit-me-matte-poreless-102-fair-ivory/Z5F63F1C06B22324B2D8CZ/p/?o=z5f63f1c06b22324b2d8cz-1,348,https://www.amazon.eg/-/en/Maybelline-New-York-Matte-Poreless/dp/B01GHP57Z4,285
L'OREAL PARIS Infaillable Micro Tatouage Brows Ink Pen 1.0 Ebony ,Luxury Loose Powder Banana Pro - No. 5 Luxury Loose Powder Banana Pro - No. 5,0.3661971830985915,https://www.noon.com/egypt-en/infaillable-micro-tatouage-brows-ink-pen-1-0-ebony/N16546574A/p/?o=a4edebd1446f431d,385,https://www.amazon.eg/-/en/Luxury-Loose-Powder-Banana-Pro/dp/B0D3JCDCXP,149
NYX PROFESSIONAL MAKEUP The Brow Glue Instant Brow Styler - Dark Brown ,"NYX Professional Makeup,Brow Glue Instant Brow Styler,Clear,5 gm NYX Professional Makeup,Brow Glue Instant Brow Styler,Clear,5 gm",0.47,https://www.noon.com/egypt-en/the-brow-glue-instant-brow-styler-dark-brown/ZAB246BE85634D8E9E9AAZ/p/?o=zab246be85634d8e9e9aaz-1,222.20,https://www.amazon.eg/-/en/NYX-Professional-Makeup-Instant-Styler/dp/B08M58SWB1,499
MAYBELLINE NEW YORK Maybelline Lifter Lip Gloss 003 Moon ,"Maybelline New York Lifter Lip Gloss, 006 Reef Maybelline New York Lifter Lip Gloss, 006 Reef",0.52,https://www.noon.com/egypt-en/maybelline-lifter-lip-gloss-003-moon/N43092732A/p/?o=ff7355ebe139941c,288,https://www.amazon.eg/-/en/Maybelline-York-Lifter-Gloss-Reef/dp/B082XRC4DC,322
Essence I Love Extreme Black Mascara Crazy Volume ,Essence I love extr. crazy volume mascara Essence I love extr. crazy volume mascara,0.5714285714285714,https://www.noon.com/egypt-en/i-love-extreme-black-mascara-crazy-volume/N11031445A/p/?o=a4751d5f2129dd9f,80.40,https://www.amazon.eg/-/en/Essence-love-extr-crazy-mascara/dp/B00GSUCEJ6,144
